id,member_code,display_name,email,sponsor_id,enrolled_on,status
981,GW-000981,Tatum Hollowell,tatum.hollowell.981@example.com,373,2026-07-22,active
982,GW-000982,Meadow Silverbrook,meadow.silverbrook.982@example.com,937,2026-07-22,active
983,GW-000983,Dune Larkspur,dune.larkspur.983@example.com,2,2026-07-23,active
984,GW-000984,Ember Pinegrove,ember.pinegrove.984@example.com,977,2026-07-23,active
985,GW-000985,Kai Ashford,kai.ashford.985@example.com,914,2026-07-25,active
986,GW-000986,Cove Dovetail,cove.dovetail.986@example.com,910,2026-07-25,active
987,GW-000987,Vale Yarrow,vale.yarrow.987@example.com,949,2026-07-25,active
988,GW-000988,Haven Kestrel,haven.kestrel.988@example.com,746,2026-07-25,active
989,GW-000989,Quinn Marigold,quinn.marigold.989@example.com,4,2026-07-26,active
990,GW-000990,Briar Larkspur,briar.larkspur.990@example.com,4,2026-07-26,active
991,GW-000991,Jules Lightfoot,jules.lightfoot.991@example.com,166,2026-07-27,active
992,GW-000992,Marlow Hollowell,marlow.hollowell.992@example.com,2,2026-07-27,active
993,GW-000993,Isle Violette,isle.violette.993@example.com,383,2026-07-28,active
994,GW-000994,Briar Nightingale,briar.nightingale.994@example.com,967,2026-07-28,active
995,GW-000995,Briar Fairwind,briar.fairwind.995@example.com,310,2026-07-29,active
996,GW-000996,Dune Greenmantle,dune.greenmantle.996@example.com,943,2026-07-29,active
997,GW-000997,Xen Kestrel,xen.kestrel.997@example.com,874,2026-07-29,active
998,GW-000998,Isle Foxglove,isle.foxglove.998@example.com,3,2026-07-31,active
999,GW-000999,Briar Violette,briar.violette.999@example.com,952,2026-07-31,active
1000,GW-001000,Dana Kestrel,dana.kestrel.1000@example.com,926,2026-07-31,active
